id,ru,en
MOOD_MOD_RAISE_DENIED,😞 Отказ в повышении ЗП,😞 Raise denied
MOOD_MOD_RAISE_IGNORED,😤 Запрос на повышение ЗП игнорируется,😤 Raise request being ignored
MOOD_MOD_RAISE_IGNORED_HARD,😠 Запрос на повышение ЗП долго игнорируется,😠 Raise request long ignored
MOOD_MOD_COLLEAGUE_QUIT_IGNORED,😔 Коллега ушёл из-за плохого управления,😔 Colleague left due to poor management
EVENT_HUNTING_CHOICE_RETAIN,Мы ценим тебя — согласовано,We value you — approved
EVENT_HUNTING_RETAIN_DESC,Зарплата повысится до $%d. Сотрудник останется.,Salary will increase to $%d. Employee stays.
EVENT_HUNTING_CHOICE_REFUSE,Бюджет не резиновый — решай сам,Budget isn't infinite — your call
EVENT_HUNTING_REFUSE_DESC,Зарплата не изменится. Есть шанс 30%% что сотрудник уйдёт.,Salary stays the same. 30%% chance employee leaves.
EVENT_HUNTING_QUIT_CHOICE_OK,Принять к сведению,Acknowledge
EVENT_HUNTING_QUIT_OK_DESC,У вас %d дней чтобы найти замену.,You have %d days to find a replacement.
MOOD_MOD_HUNTING_RETAINED,🤝 Компания ценит меня,🤝 Company values me
MOOD_MOD_HUNTING_REFUSED,😤 Отказали в удержании,😤 Retention denied
LOG_HUNTING_RETAINED,🏹 %s удержан от конкурентов: $%d → $%d,🏹 %s retained from competitors: $%d → $%d
LOG_HUNTING_REFUSED,🏹 %s: отказано в контр-оффере,🏹 %s: counter-offer denied
LOG_HUNTING_QUIT_STARTED,🚪 %s уходит к конкурентам через %d дн.,🚪 %s is leaving for a competitor in %d days.
LOG_HUNTING_QUIT_FINAL,🚪 %s ушёл к конкурентам,🚪 %s left for a competitor
ROSTER_STATUS_QUITTING,🚪 Увольняется через %d дн.,🚪 Leaving in %d days
ROSTER_STATUS_RAISE_REQUEST,💰 Ждёт обсуждения ЗП,💰 Waiting to discuss salary
EMP_ACTION_ON_VACATION,✈️ В отпуске,✈️ On vacation
EVENT_VACATION_TITLE,✈️ Запрос на отпуск,✈️ Vacation Request
EVENT_VACATION_DESC,%s чувствует выгорание и просит 3 дня отпуска.\n\nПланирует уйти %s.\n\nЗарплата продолжит начисляться.,%s is feeling burned out and requests 3 days off.\n\nPlanning to leave %s.\n\nSalary will continue to accrue.
EVENT_VACATION_CHOICE_APPROVE,Конечно хорошего отдыха!,Sure enjoy your rest!
EVENT_VACATION_APPROVE_DESC,Сотрудник уйдёт в отпуск %s. Зарплата сохраняется.,Employee will go on vacation %s. Salary continues.
EVENT_VACATION_CHOICE_DENY,Сейчас не время для отдыха,Now is not the time to rest
EVENT_VACATION_DENY_DESC,Отпуск отменён. -15 к настроению на 72 часа.,Vacation cancelled. -15 mood for 72 hours.
VACATION_DELAY_TOMORROW,завтра,tomorrow
VACATION_DELAY_2DAYS,через 2 дня,in 2 days
VACATION_DELAY_3DAYS,через 3 дня,in 3 days
MOOD_MOD_VACATION_DENIED,❌ Не пустили в отпуск,❌ Vacation denied
MOOD_MOD_VACATION_REST,✈️ Отлично отдохнул!,✈️ Great rest!
LOG_VACATION_APPROVED,✈️ %s: отпуск одобрен (через %d дн.),✈️ %s: vacation approved (in %d days)
LOG_VACATION_DENIED,✈️ %s: отпуск отклонён,✈️ %s: vacation denied
LOG_VACATION_STARTED,✈️ %s ушёл в отпуск,✈️ %s went on vacation
LOG_VACATION_ENDED,✈️ %s вернулся из отпуска,✈️ %s returned from vacation
ROSTER_STATUS_ON_VACATION,✈️ В отпуске (ещё %d дн.),✈️ On vacation (%d days left)
ROSTER_STATUS_VACATION_PENDING,✈️ Отпуск через %d дн.,✈️ Vacation in %d days
EMP_SELECT_ON_VACATION,В отпуске,On vacation
DAY_SUMMARY_EMP_VACATION,В отпуске,On vacation
DAY_SUMMARY_EMP_ON_VACATION,в отпуске,on vacation
PERSONALITY_EXTROVERT,🗣 Экстраверт,🗣 Extrovert
PERSONALITY_INTROVERT,🤫 Интроверт,🤫 Introvert
PERSONALITY_TOXIC,☠ Токсик,☠ Toxic
PERSONALITY_GEEK,🎮 Гик,🎮 Geek
PERSONALITY_JOCK,💪 Спортсмен,💪 Jock
PERSONALITY_FINANCE_BRO,📈 Финанс-бро,📈 Finance Bro
PERSONALITY_PARENT,👶 Родитель,👶 Parent
PERSONALITY_INFORMAL,🤘 Неформал,🤘 Informal
PERSONALITY_FURRY,🐾 Фурри,🐾 Furry
PERSONALITY_SMELLY,🦨 Неопрятный,🦨 Smelly
PERSONALITY_SEXIST,🚫 Сексист,🚫 Sexist
PERSONALITY_MAN_HATER,🚫 Мужененавистница,🚫 Man Hater
PERSONALITY_FLIRT,😏 Бабник,😏 Flirt
PERSONALITY_DESC_EXTROVERT,Инициирует разговоры. Восстанавливает настроение от общения.,Initiates conversations. Recovers mood from socializing.
PERSONALITY_DESC_INTROVERT,Теряет энергию при долгих беседах. Работает лучше в тишине.,Loses energy during long conversations. Works better in quiet.
PERSONALITY_DESC_TOXIC,Любой разговор с ним имеет высокий шанс закончиться плохо для собеседника.,Any conversation with them has a high chance of ending badly for the other person.
PERSONALITY_DESC_GEEK,"Любит видеоигры, аниме и технологии. Легко находит общий язык с другими гиками.","Loves video games, anime and tech. Gets along easily with other geeks."
PERSONALITY_DESC_JOCK,Любит спорт и здоровый образ жизни. Дружит со спортсменами и финансистами.,Loves sports and healthy lifestyle. Gets along with jocks and finance bros.
PERSONALITY_DESC_FINANCE_BRO,"Говорит о крипте, инвестициях и бизнесе. Дружит с финансистами и спортсменами.","Talks about crypto, investments and business. Gets along with finance bros and jocks."
PERSONALITY_DESC_PARENT,Обсуждает детей и семейные темы. Не понимает неформалов.,Discusses kids and family topics. Doesn't understand informals.
PERSONALITY_DESC_INFORMAL,"Фанат панка, альтернативной культуры. Конфликтует с родителями.","Fan of punk, alternative culture. Conflicts with parents."
PERSONALITY_DESC_FURRY,"Увлекается фурри-культурой. Дружит с гиками, но раздражает спортсменов и финансистов.","Into furry culture. Gets along with geeks, but annoys jocks and finance bros."
PERSONALITY_DESC_SMELLY,Не следит за гигиеной. Раздражает всех соседей по столам.,Poor hygiene. Annoys all nearby desk neighbors.
PERSONALITY_DESC_SEXIST,Негативно относится к женщинам-коллегам. Штраф к общению и работе рядом с ними.,Negative attitude towards female colleagues. Penalty to interactions and working near them.
PERSONALITY_DESC_MAN_HATER,Негативно относится к мужчинам-коллегам. Штраф к общению и работе рядом с ними.,Negative attitude towards male colleagues. Penalty to interactions and working near them.
PERSONALITY_DESC_FLIRT,"Постоянно флиртует с коллегами противоположного пола. Повышает им настроение, но отвлекает.",Constantly flirts with opposite gender colleagues. Boosts their mood but distracts them.
LOG_CHAT_POSITIVE,"%s и %s хорошо поболтали [%d, %s]","%s and %s had a nice chat [%d, %s]"
LOG_CHAT_NEGATIVE,"%s и %s поругались [%d, %s]","%s and %s had a bad chat [%d, %s]"
EMP_ACTION_GOING_CHAT,Идёт общаться,Going to chat
EMP_ACTION_CHATTING,Болтает,Chatting
MOOD_MOD_GOOD_CHAT,Хороший разговор,Nice chat
MOOD_MOD_BAD_CHAT,Плохой разговор,Bad chat
REL_LEVEL_NEMESIS,Враги,Nemesis
REL_LEVEL_DISLIKE,Неприязнь,Dislike
REL_LEVEL_NEUTRAL,Нейтральные,Neutral
REL_LEVEL_FRIENDLY,Приятели,Friendly
REL_LEVEL_BESTIES,Лучшие друзья,Besties
ROSTER_STATUS_GOING_CHAT,Идёт общаться,Going to chat
ROSTER_STATUS_CHATTING,Болтает,Chatting
ROSTER_STATUS_ON_VACATION_STATE,В отпуске,On vacation
ROSTER_EFF_BREAKDOWN_NEIGHBORS,�� Соседи: %s,🤝 Neighbors: %s
MOOD_MOD_NEIGHBOR_GOOD,Хороший сосед,Good neighbor
MOOD_MOD_NEIGHBOR_BAD,Плохой сосед,Bad neighbor
ROSTER_RELATIONSHIPS,👥 Отношения,👥 Relationships
ROSTER_NO_COLLEAGUES,Нет коллег,No colleagues
EFF_MOD_ONBOARDING,🏢 Адаптация в компании ,🏢 Company onboarding 
EFF_MOD_PROJECT_ADAPT,📚 Погружение в проект ,📚 Project adaptation 
LOG_PROJECT_ADAPTATION,📚 %s вникает в новый проект (-20%% эффективности) ,📚 %s is learning the new project (-20%% efficiency) 
BOSS_EVENT_DAILY_REPORTS_TITLE,Ежедневные отчёты,Daily Reports
BOSS_EVENT_DAILY_REPORTS_DESC,"Босс хочет, чтобы каждый сотрудник тратил время на написание дневных отчётов. Скорость работы снизится.",The boss wants every employee to spend time writing daily reports. Work speed will decrease.
BOSS_EVENT_NO_LUNCH_TITLE,Отмена обедов,No Lunch Break
BOSS_EVENT_NO_LUNCH_DESC,"Босс считает, что обеды — пустая трата времени. Сотрудники не смогут ходить на обед, но будут недовольны.","The boss thinks lunch breaks are a waste of time. Employees won't be able to have lunch, but they'll be unhappy."
BOSS_EVENT_TOTAL_COMM_TITLE,🗣️ Тотальная коммуникация,🗣️ Total Communication
BOSS_EVENT_TOTAL_COMM_DESC,"Босс прочитал статью на Thebestboss.com о том, что общение — ключ к эффективной команде.\n\nТеперь он хочет чтобы все сотрудники общались как можно чаще.\n\n📊 Эффекты:\n• Шанс разговоров между сотрудниками увеличен ×3\n• Экстраверты: +10 к настроению\n• Интроверты: −15 к настроению",The boss read an article on Thebestboss.com that communication is the key to an effective team.\n\nNow he wants all employees to communicate as much as possible.\n\n📊 Effects:\n• Chat chance between employees increased ×3\n• Extroverts: +10 mood\n• Introverts: −15 mood
BOSS_EVENT_OVERTIME_TITLE,Сверхурочные,Overtime
BOSS_EVENT_OVERTIME_DESC,"Босс решил, что рабочий день теперь длится до 21:00. Сотрудники работают дольше, но их настроение падает.","The boss decided the work day now extends to 21:00. Employees work longer, but their mood drops."
BOSS_EVENT_RESHUFFLE_TITLE,Пересадка,Office Reshuffle
BOSS_EVENT_RESHUFFLE_DESC,Босс решил пересадить всех сотрудников на случайные места. Все привязки к столам будут сброшены.,The boss decided to reshuffle all employees to random desks. All desk assignments will be reset.
BOSS_EVENT_LOG_GENERATED,🏢 У босса новая идея: %s,🏢 Boss has a new idea: %s
BOSS_EVENT_LOG_ACCEPTED,✅ Ивент босса принят: %s,✅ Boss event accepted: %s
BOSS_EVENT_LOG_REJECTED,❌ Ивент босса отклонён: %s,❌ Boss event rejected: %s
BOSS_EVENT_LOG_IGNORED,⚠️ Ивент босса проигнорирован! Доверие снижено.,⚠️ Boss event ignored! Trust decreased.
BOSS_EVENT_LOG_ENDED,📋 Ивент босса завершён: %s,📋 Boss event ended: %s
BOSS_EVENT_POPUP_TITLE,🏢 Идея босса,🏢 Boss's Idea
BOSS_EVENT_POPUP_ACCEPT,✅ Принять,✅ Accept
BOSS_EVENT_POPUP_REJECT,❌ Отклонить,❌ Reject
BOSS_EVENT_POPUP_OK,Понятно,Got it
BOSS_EVENT_POPUP_DURATION,Длительность: %d-%d дн.,Duration: %d-%d days
BOSS_EVENT_POPUP_DURATION_INSTANT,Мгновенный эффект,Instant effect
BOSS_EVENT_POPUP_TRUST_ACCEPT,Доверие за принятие: +%d 🤝,Trust for accepting: +%d 🤝
BOSS_EVENT_POPUP_TRUST_REJECT,Доверие за отказ: %d 🤝,Trust for rejecting: %d 🤝
BOSS_EVENT_POPUP_ACTIVE_TITLE,🏢 Активный ивент босса,🏢 Active Boss Event
BOSS_EVENT_POPUP_DAYS_LEFT,Осталось: %d дн.,Remaining: %d days
BOSS_EVENT_TRACKER_PENDING,У босса идея!,Boss has an idea!
BOSS_EVENT_TRACKER_DAYS_LEFT,Ост.: %d дн.,Left: %d d.
MOOD_MOD_EVENT_COMM_EXTROVERT,🗣️ Тотальная коммуникация (экстраверт),🗣️ Total Communication (extrovert)
MOOD_MOD_EVENT_COMM_INTROVERT,🗣️ Тотальная коммуникация (интроверт),🗣️ Total Communication (introvert)
BOSS_EVENT_TOTAL_COMM_LOG_START,🗣️ Режим тотальной коммуникации активирован! Все общаются втрое чаще.,🗣️ Total Communication mode activated! Everyone chats 3x more often.
BOSS_EVENT_TOTAL_COMM_LOG_END,🗣️ Босс устал от постоянного гула в опенспейсе и сам надел наушники с шумоподавлением. Режим тотальной коммуникации отменён.,🗣️ The boss got tired of the constant buzz in the open space and put on noise-cancelling headphones. Total Communication mode cancelled.
BOSS_EVENT_TOTAL_COMM_LOG_REJECT,🗣️ Вы отстояли право команды работать в тишине. Интроверты мысленно говорят вам спасибо. Лояльность босса: -10.,🗣️ You defended the team's right to work in silence. Introverts mentally thank you. Boss trust: -10.
BOSS_EVENT_FAMILY_TITLE,👨‍👩‍👧‍👦 Мы — одна семья!,👨‍👩‍👧‍👦 We Are Family!
BOSS_EVENT_FAMILY_DESC,"Босс начитался статей про бирюзовые организации на Thebestboss.com.\n\n«Мы не просто коллеги, мы — семья! В семьях никого не бросают!»\n\nНазначает месяц сплочения: никто не увольняется, все дружат и поддерживают друг друга!\n\n📊 Эффекты:\n• Увольнение сотрудника приведёт к ярости босса (-20 лояльности) и отмене ивента\n• Сотрудники с чертой «Родитель» получают +10 к настроению","The boss has been reading about teal organizations on Thebestboss.com.\n\n""We're not just colleagues, we're family! Families don't abandon anyone!""\n\nHe declares a month of team bonding: no one gets fired, everyone is friends!\n\n📊 Effects:\n• Firing an employee will enrage the boss (-20 trust) and cancel the event\n• Employees with ""Parent"" trait get +10 mood"
MOOD_MOD_EVENT_FAMILY_PARENT,👨‍👩‍👧‍👦 Мы — одна семья,👨‍👩‍👧‍👦 We Are Family
WARNING_FIRE_DURING_FAMILY,⚠️ ВНИМАНИЕ: Босс объявил нас семьей!\nУвольнение приведет его в ярость (-20 лояльности)!,⚠️ WARNING: The boss declared us a family!\nFiring will enrage him (-20 trust)!
LOG_FAMILY_EVENT_FAILED,👨‍👩‍👧‍👦 Вы уволили «члена семьи»! Босс в ярости разорвал плакат бирюзовой организации. Лояльность босса: -20.,"👨‍👩‍👧‍👦 You fired a ""family member""! The boss furiously tore down the teal organization poster. Boss trust: -20."
BOSS_EVENT_FAMILY_LOG_START,👨‍👩‍👧‍👦 Босс объявил «Месяц сплочения»! Увольнения теперь караются потерей лояльности. Сотрудники-родители чувствуют себя как дома.,"👨‍👩‍👧‍👦 The boss declared a ""Bonding Month""! Firings are now punished with trust loss. Parent employees feel at home."
BOSS_EVENT_FAMILY_LOG_END,👨‍👩‍👧‍👦 Босс устал от корпоративных объятий и вспомнил про KPI. Ивент «Мы — семья» успешно завершён.,"👨‍👩‍👧‍👦 The boss got tired of corporate hugs and remembered about KPIs. ""We Are Family"" event completed."
BOSS_EVENT_FAMILY_LOG_REJECT,"👨‍👩‍👧‍👦 Вы объяснили боссу, что офис — это бизнес, а не секта. Запрет на увольнения не введён. Лояльность босса: -10.","👨‍👩‍👧‍👦 You explained to the boss that the office is a business, not a cult. Firing ban not enacted. Boss trust: -10."
EVENT_NO_HIRING_TITLE,🚫 Почему нас так много? Никакого найма!,🚫 Why are there so many of us? No more hiring!
EVENT_NO_HIRING_DESC,"Босс вышел в опенспейс, посмотрел на толпу людей и не понял, почему при таком количестве народа фичи пилятся так медленно. «Вы тут просто проедаете мой бюджет! Замораживаю найм! Работайте с теми, кто есть!»","The boss walked into the open space, looked at the crowd, and couldn't understand why features are being developed so slowly with so many people. 'You're just eating through my budget! I'm freezing all hiring! Work with what you've got!'"
MOOD_MOD_EVENT_NO_HIRING_INTROVERT,🚫 Наконец-то тишина,🚫 Finally some quiet
WARNING_HIRE_DURING_FREEZE,🚫 ВНИМАНИЕ: Босс заморозил найм! Любой новый человек приведет его в ярость (-20 лояльности)!,🚫 WARNING: Boss froze hiring! Any new hire will enrage him (-20 loyalty)!
LOG_NO_HIRING_EVENT_FAILED,🚫 Вы наняли нового сотрудника в обход приказа! Босс рвет и мечет. Лояльность босса: -20.,🚫 You hired a new employee against orders! The boss is furious. Boss loyalty: -20.
LOG_NO_HIRING_EVENT_SUCCESS,"🚫 Босс решил, что текущая команда достаточно выгорела, и снова разрешил публиковать вакансии. Запрет на найм снят.",🚫 The boss decided the current team has burned out enough and allowed job postings again. Hiring freeze lifted.
LOG_NO_HIRING_EVENT_REJECTED,"🚫 Вы с боем защитили бюджет на новые кадры. Найм открыт, но босс затаил обиду. Лояльность босса: -10.","🚫 You fought to keep the hiring budget. Hiring stays open, but the boss holds a grudge. Boss loyalty: -10."
LOG_NO_HIRING_EVENT_START,🚫 Босс заморозил найм! Нанимать новых сотрудников запрещено. Интроверты вздохнули с облегчением.,🚫 The boss froze all hiring! Recruiting new employees is forbidden. Introverts breathed a sigh of relief.
EVENT_NO_LUNCH_TITLE,🍽️ Оптимизация пищеварения,🍽️ Digestion Optimization
EVENT_NO_LUNCH_DESC,"Босс подсчитал, что походы на кухню и разогрев контейнеров съедают 12.5% рабочего времени. «С сегодняшнего дня едим не отходя от мониторов! Я заказал на всех питательные смарт-батончики со вкусом дедлайна.»","The boss calculated that kitchen trips and reheating containers eat up 12.5% of work time. 'From now on, we eat at our desks! I ordered smart nutrition bars with deadline flavor for everyone.'"
MOOD_MOD_NO_LUNCH,🍽️ Нет нормального обеда,🍽️ No proper lunch
LOG_NO_LUNCH_REJECTED,"🍽️ Вы отстояли право команды на горячий суп. Босс недоволен, но сотрудники сыты.","🍽️ You stood up for the team's right to hot soup. The boss is displeased, but the team is well-fed."
LOG_NO_LUNCH_ENDED,"🍽️ Запасы смарт-батончиков иссякли, а босса начало тошнить от пиццы. Кухня снова открыта!",🍽️ The smart bar supplies ran out and the boss got sick of pizza. The kitchen is open again!
LOG_NO_LUNCH_EVENT_START,🍽️ Босс запретил обеды! Сотрудники переходят на смарт-батончики. Настроение команды падает.,🍽️ The boss banned lunch breaks! Employees switch to nutrition bars. Team mood is dropping.
EVENT_DAILY_REPORT_TITLE,"📊 Ежедневные отчёты. Чем вы все тут заняты, бездельники?","📊 Daily Reports. What are you all doing here, slackers?"
EVENT_DAILY_REPORT_DESC,"Босс посмотрел 15-секундный рилс про продуктивность и запаниковал. Теперь он требует, чтобы каждый вечер команда писала подробный отчет: сколько строк кода написано, сколько багов закрыто и сколько раз кликнута мышка.","The boss watched a 15-second reel about productivity and panicked. Now he demands the team write detailed daily reports every evening: how many lines of code written, bugs closed, and mouse clicks made."
EMP_ACTION_GOING_REPORT,Идёт писать отчёт,Going to write report
EMP_ACTION_WRITING_REPORT,Пишет отчёт 🤬,Writing report 🤬
LOG_DAILY_REPORTS_REJECTED,"Вы убедили босса, что отчёты — это пережиток прошлого. Он недоволен, но команда благодарна.","You convinced the boss that reports are a relic of the past. He's unhappy, but the team is grateful."
LOG_DAILY_REPORTS_ENDED,Босс устал читать отчёты и забыл про свою инициативу. Ежедневные отчёты отменены!,The boss got tired of reading reports and forgot about his initiative. Daily reports cancelled!
LOG_DAILY_REPORTS_STARTED,17:00 — Время отчётов! Все сотрудники садятся писать отчёты для босса.,17:00 — Report time! All employees sit down to write reports for the boss.
TRACK_COL_ROLE,Роль ,Role 
TRACK_COL_ASSIGNEE,Исполнитель ,Assignee 
TRACK_COL_PROGRESS,Прогресс ,Progress 
LOG_MONTH,мес ,m. 
LOG_DAY,день ,d. 
QUEST_OBJ_INCOME,Заработать ≥ %d прибыли ,Earn ≥ %d profit 
QUEST_OBJ_MAX_EXPENSES,Сохранить расходы ≤ $%d ,Keep expenses ≤ $%d 
QUEST_OBJ_FINISH_PROJECTS,Завершить ≥ %d проектов ,Finish ≥ %d projects 
QUEST_OBJ_HIRE_EMPLOYEES,Нанять ≥ %d сотрудников ,Hire ≥ %d employees 
QUEST_OBJ_LEVELUPS,Повысить сотрудников ≥ %d раз ,Promote employees ≥ %d times 
QUEST_OBJ_PM_LEVEL,PM достигает уровня ≥ %d ,PM reaches level ≥ %d 
QUEST_OBJ_NO_FAILS,Ни одного проваленного проекта ,No failed projects 
EVENT_DAYOFF_DESC_1,"""%s просит отгул: «Босс как-то очень странно смотрит на меня из своего кабинета, мне не по себе. Можно я просто тихо уйду?»"" ","""%s asks for a day off: """"The boss is looking at me really weirdly from his office, it's creeping me out. Can I just quietly leave?"""""" "
EVENT_DAYOFF_DESC_2,"""%s просит отгул: «Я выпил пятую кружку офисного эспрессо, и теперь я вижу, как звуки переливаются цветами. Мне лучше прилечь дома»."" ","""%s asks for a day off: """"I drank my fifth cup of office espresso, and now I can see sounds in color. I better lie down at home."""""" "
EVENT_DAYOFF_DESC_3,"""%s просит отгул: «Я только что понял, что надел футболку наизнанку и задом наперед. Я не могу работать в таких унизительных условиях. Можно мне уйти домой?»"" ","""%s asks for a day off: """"I just realized I put my t-shirt on inside out and backwards. I cannot work under such humiliating conditions. Can I go home?"""""" "
EVENT_DAYOFF_DESC_4,"""%s просит отгул: «Мне срочно нужно уйти. Мой кот... эмм... только что прислал мне СМС, что забыл выключить утюг»."" ","""%s asks for a day off: """"I urgently need to leave. My cat... um... just texted me that he forgot to unplug the iron."""""" "
EVENT_DAYOFF_DESC_5,"""%s просит отгул: «Я открыл свой собственный код, который написал в прошлую пятницу, и не понял ни строчки. Мне нужно пойти домой и подумать о своей жизни»."" ","""%s asks for a day off: """"I opened my own code from last Friday and didn't understand a single line. I need to go home and rethink my life."""""" "
INTRO_LINE_1,Жил-был обычный человек и была у него мечта.,Once upon a time there was an ordinary man with a dream.
INTRO_LINE_2,Он отчаянно хотел купить себе «Бамборгини Шавермтадор».,He desperately wanted to buy a « LamBROghini Avocador».
INTRO_LINE_3,Ради этой цели он пошел на крайние меры... И решил стать Проджект-Менеджером.,To achieve this goal he went to extreme measures... And decided to become a Project Manager.
INTRO_LINE_4,"Не знаю, как это связано. Но план был надёжен как швейцарские часы...",I don't know how that's related. But the plan was solid as a Swiss watch...
INTRO_BTN_START,Начать,Start
MY_LIFE_TITLE,💰 Моя жизнь,💰 My Life
MY_LIFE_PROGRESS,$%d / $%d,$%d / $%d
MY_LIFE_MONTHLY_SALARY,Ежемесячная ЗП: $%d,Monthly salary: $%d
MY_LIFE_DAILY_RATE,Дневная ставка: $%d,Daily rate: $%d
MY_LIFE_PARTNERSHIP,Статус партнёрства: %s,Partnership status: %s
MY_LIFE_WIN_BTN,Купить мечту и уйти на пенсию!,Buy the dream and retire!
PARTNER_NONE,Нет,None
PARTNER_JUNIOR,Младший партнёр (1%),Junior Partner (1%)
PARTNER_MID,Партнёр (5%),Partner (5%)
PARTNER_SENIOR,Старший партнёр (10%),Senior Partner (10%)
NEGO_TITLE,🤝 Переговоры,🤝 Negotiations
NEGO_TRUST,Доверие босса: %d,Boss trust: %d
NEGO_RAISE_5,+5%% к ЗП,+5%% raise
NEGO_RAISE_10,+10%% к ЗП,+10%% raise
NEGO_RAISE_15,+15%% к ЗП,+15%% raise
NEGO_RAISE_5_DESC,Небольшое повышение зарплаты,A small salary increase
NEGO_RAISE_10_DESC,Хорошее повышение зарплаты,A good salary increase
NEGO_RAISE_15_DESC,Существенное повышение зарплаты,A significant salary increase
NEGO_PARTNER_1,Младший партнёр (1%),Junior Partner (1%)
NEGO_PARTNER_2,Партнёр (5%),Partner (5%)
NEGO_PARTNER_3,Старший партнёр (10%),Senior Partner (10%)
NEGO_PARTNER_1_DESC,Получайте 1% от чистой прибыли компании,Receive 1% of the company's net profit
NEGO_PARTNER_2_DESC,Получайте 5% от чистой прибыли компании,Receive 5% of the company's net profit
NEGO_PARTNER_3_DESC,Получайте 10% от чистой прибыли компании,Receive 10% of the company's net profit
NEGO_COST,Стоимость: %d 🤝,Cost: %d 🤝
NEGO_PURCHASED,✅ Приобретено,✅ Purchased
NEGO_LOCKED,🔒 Сначала купите предыдущий уровень,🔒 Purchase the previous tier first
NEGO_NOT_ENOUGH,Недостаточно доверия,Not enough trust
PM_SALARY_NAME,👔 Моя зарплата (PM),👔 My salary (PM)
LOG_PM_RAISE,📈 Вы договорились о повышении ЗП! Новая ЗП: $%d/мес,📈 You negotiated a raise! New salary: $%d/mo
LOG_PM_DIVIDEND,💰 Получены дивиденды партнёра: $%d,💰 Partner dividends received: $%d
LOG_PM_PARTNER_UP,🤝 Вы стали: %s,🤝 You are now: %s
DIVIDEND_TITLE,💰 Дивиденды партнёра,💰 Partner Dividends
DIVIDEND_AMOUNT,Сумма: $%d,Amount: $%d
DIVIDEND_CALC,%s от чистой прибыли $%d,%s of net profit $%d
DIVIDEND_NONE_TITLE,📉 Дивиденды,📉 Dividends
DIVIDEND_NONE_DESC,Компания в убытке. Дивиденды не начислены.,Company at a loss. No dividends.
DIVIDEND_BTN_OK,Понятно,Got it
TAB_PROJECTS,📋 Проекты,📋 Projects
TAB_NEGOTIATIONS,🤝 Переговоры,🤝 Negotiations
BOTTOMBAR_MY_LIFE,💰 Моя жизнь,💰 My Life
MY_LIFE_BALANCE_LABEL,💰 $%d,💰 $%d
NEGO_SECTION_SALARY,💰 Повышение ЗП,💰 Salary Raises
NEGO_SECTION_PARTNERSHIP,🤝 Партнёрство,🤝 Partnership
